,Gold,PPLT,SLV
857,72.051981,83.919998,13.67
858,72.012266,82.540001,13.62
859,74.663205,84.940002,13.95
860,76.25179,87.260002,14.17
861,77.741083,87.919998,14.34
862,84.5124,89.199997,14.59
863,83.450038,89.849998,14.51
864,84.055684,90.190002,14.55
865,87.232839,92.540001,14.95
866,89.635563,92.150002,14.99
867,83.807469,89.75,14.51
868,86.527908,90.860001,14.54
869,89.615709,91.120003,14.76
870,90.201494,90.839996,14.64
871,90.191563,89.32,14.43
872,91.114925,90.879997,14.54
873,90.380209,90.589996,14.52
874,89.883778,89.339996,14.41
875,88.741986,88.019997,14.02
876,90.59864,90.290001,14.2
877,87.133554,90.489998,14.17
878,87.977485,90.339996,14.25
879,89.278132,91.489998,14.5
880,90.360355,94.5,14.76
881,90.59864,96.389999,14.9
882,88.106555,94.739998,14.62
883,88.692347,93.959999,14.53
884,91.005717,94.220001,14.82
885,89.486632,92.709999,14.72
886,87.45127,92.160004,14.58
887,89.119278,92.160004,14.54
888,91.800002,94.190002,14.87
889,93.550003,94.889999,15.16
890,93.459999,93.589996,15.03
891,92.099998,94.690002,15.06
892,92.75,95.690002,15.12
893,88.5,92.260002,14.51
894,90.099998,91.459999,14.43
895,89.809998,91.080002,14.46
896,93.099998,93.290001,14.6
897,90.940002,92.900002,14.49
898,90.809998,94.040001,14.68
899,90.540001,92.260002,14.34
900,88.190002,90.690002,14.2
901,90.040001,91.5,14.42
902,90.239998,91.190002,14.34
903,92.43,92.040001,14.48
904,94.07,93.139999,14.62
905,96.239998,95.139999,15.14
906,97.970001,96.389999,15.41
907,94.599998,96.230003,15.44
908,92.220001,95.279999,15.34
909,94.529999,94.709999,15.46
910,93.050003,94.059998,15.42
911,96.360001,97.599998,16.120001
912,92.790001,98.190002,16.139999
913,94.120003,98.620003,16.209999
914,93.269997,97.389999,16.139999
915,91.400002,97.779999,16.17
916,92.599998,97.260002,16.290001
917,93.309998,98.790001,16.379999
918,95.190002,101.25,16.77
919,100.5,103.650002,16.98
920,99.68,103.980003,16.639999
921,95.660004,102.309998,16.57
922,85.290001,101.660004,16.49
923,84.730003,102.209999,16.51
924,89.449997,103.940002,16.629999
925,85.360001,100.410004,16.120001
926,87.400002,101.290001,16.280001
927,89.889999,102.669998,16.559999
928,88.790001,101.019997,16.219999
929,88.339996,101.190002,16.280001
930,90.989998,101.099998,16.32
931,91.779999,101.370003,16.41
932,87.57,98.760002,16.0
933,88.32,97.459999,15.67
934,89.32,98.440002,15.69
935,88.120003,97.540001,15.59
936,84.809998,96.43,15.42
937,85.970001,95.459999,15.5
938,86.099998,95.550003,15.53
939,83.510002,94.0,15.39
940,84.309998,94.089996,15.19
941,84.690002,93.470001,15.17
942,84.860001,92.099998,15.22
943,92.019997,94.519997,15.61
944,92.129997,95.839996,15.68
945,90.709999,96.370003,15.6
946,94.82,97.339996,16.209999
947,96.120003,96.68,16.469999
948,94.730003,95.519997,16.49
949,94.660004,95.290001,16.58
950,92.300003,93.849998,16.540001
951,95.870003,94.080002,16.690001
952,94.559998,93.330002,16.309999
953,94.870003,93.389999,16.6
954,95.629997,94.93,16.65
955,94.120003,94.050003,16.379999
956,95.269997,94.040001,16.42
957,94.900002,92.779999,16.49
958,101.169998,94.529999,16.889999
959,106.900002,94.120003,16.870001
960,105.519997,94.029999,16.91
961,107.660004,96.900002,17.370001
962,112.040001,98.919998,17.860001
963,117.610001,101.940002,18.74
964,122.470001,103.330002,18.98
965,125.410004,104.510002,19.1
966,119.080002,104.830002,18.709999
967,122.32,105.800003,19.219999
968,123.589996,105.959999,19.299999
969,118.150002,104.709999,19.09
970,120.300003,105.440002,19.389999
971,118.900002,105.879997,19.25
972,117.099998,104.5,19.08
973,118.059998,105.510002,19.1
974,117.169998,104.980003,18.92
975,113.029999,104.110001,18.42
976,115.209999,106.0,18.879999
977,115.870003,103.959999,18.67
978,111.949997,104.0,18.540001
979,113.699997,104.980003,18.66
980,115.800003,109.279999,19.370001
981,116.519997,109.239998,19.209999
982,117.610001,110.120003,19.35
983,118.900002,111.230003,19.43
984,119.830002,112.230003,19.6
985,118.879997,111.900002,19.379999
986,113.239998,111.43,19.35
987,109.489998,110.089996,18.709999
988,109.129997,110.580002,18.74
989,110.489998,111.050003,18.870001
990,111.099998,113.300003,19.16
991,110.610001,109.43,18.959999
992,109.110001,108.010002,18.719999
993,109.230003,106.889999,18.83
994,111.110001,107.440002,18.82
995,109.330002,107.309998,18.68
996,110.120003,108.699997,18.77
997,108.599998,107.160004,18.35
998,105.809998,105.910004,17.969999
999,104.970001,106.139999,17.93
